Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model,Age
Hyderabad,2017,31829,Petrol,Manual,First,21.1,814.0,55.2,5.0,3650.0,Hyundai,EON,7
Coimbatore,2016,18094,Petrol,Manual,Second,18.6,1197.0,85.8,5.0,6260.0,Maruti,Swift,8
Jaipur,2011,80000,Diesel,Manual,Second,19.5,1461.0,97.7,5.0,2100.0,Nissan,Micra,13
Mumbai,2015,11964,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,32950.0,Audi,Q5,9
Coimbatore,2018,22684,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7800.0,Hyundai,i20,6
Bangalore,2014,43521,Petrol,Manual,First,19.4,1198.0,86.8,5.0,4250.0,Honda,Brio,10
Kochi,2014,49386,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4860.0,Maruti,Swift,10
Delhi,2017,12248,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4900.0,Hyundai,Grand,7
Coimbatore,2014,67771,Diesel,Manual,First,11.68,2498.0,112.0,8.0,7060.0,Mahindra,Xylo,10
Delhi,2015,60007,Petrol,Automatic,First,17.21,1798.0,189.0,4.0,4500.0,Volkswagen,Polo,9
Coimbatore,2011,48624,Petrol,Manual,First,24.07,998.0,67.1,5.0,3220.0,Maruti,Alto,13
Kolkata,2014,30000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,3250.0,Volkswagen,Polo,10
Delhi,2016,81605,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4530.0,Hyundai,Grand,8
Coimbatore,2017,32642,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,34780.0,Mercedes-Benz,New,7
Pune,2014,34200,Petrol,Automatic,First,15.74,1591.0,121.3,5.0,6500.0,Hyundai,Verna,10
Chennai,2010,72204,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2250.0,Fiat,Punto,14
Pune,2011,156347,Diesel,Manual,Second,12.99,2494.0,100.0,8.0,8000.0,Toyota,Innova,13
Kochi,2017,47357,Diesel,Automatic,First,18.49,1493.0,100.0,7.0,8370.0,Mahindra,TUV,7
Coimbatore,2015,61738,Diesel,Manual,First,20.14,1498.0,88.8,5.0,5390.0,Volkswagen,Polo,9
Kochi,2018,32586,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,37300.0,BMW,5,6
Coimbatore,2018,40129,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,70800.0,Mercedes-Benz,GLE,6
Mumbai,2012,51000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,22250.0,Mercedes-Benz,M-Class,12
Kochi,2018,10393,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6030.0,Hyundai,Grand,6
Mumbai,2011,46000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,4900.0,Skoda,Superb,13
Chennai,2013,21000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,3960.0,Hyundai,i10,11
Hyderabad,2011,113562,Diesel,Manual,First,23.0,1396.0,90.0,5.0,4600.0,Hyundai,i20,13
Mumbai,2011,100010,Diesel,Manual,Second,12.05,2179.0,120.0,8.0,5500.0,Mahindra,Scorpio,13
Mumbai,2013,63107,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3250.0,Honda,Brio,11
Jaipur,2017,58500,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6250.0,Hyundai,i20,7
Pune,2007,90000,Diesel,Manual,Fourth & Above,10.9,2499.0,143.0,7.0,3000.0,Ford,Endeavour,17
Chennai,2011,108242,Diesel,Manual,First,16.8,1493.0,110.0,5.0,4250.0,Hyundai,Verna,13
Pune,2011,146300,Diesel,Manual,First,11.5,2982.0,171.0,7.0,12250.0,Toyota,Fortuner,13
Pune,2011,62943,Diesel,Automatic,Second,17.05,1995.0,184.0,5.0,10950.0,BMW,X1,13
Delhi,2013,65000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,16500.0,Toyota,Fortuner,11
Pune,2018,1700,Petrol,Automatic,First,19.0,1199.0,88.76,5.0,7800.0,Honda,Amaze,6
Kochi,2013,34697,Petrol,Manual,First,19.81,1086.0,68.05,5.0,3700.0,Hyundai,i10,11
Hyderabad,2012,58000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,4000.0,Hyundai,i20,12
Mumbai,2015,32500,Diesel,Automatic,First,19.59,1995.0,187.74,5.0,26750.0,BMW,3,9
Coimbatore,2016,58661,Diesel,Automatic,First,15.17,1968.0,181.0,5.0,28030.0,Audi,Q3,8
Kochi,2017,37124,Petrol,Manual,First,20.4,1197.0,81.8,5.0,5440.0,Maruti,Swift,7
Delhi,2017,44000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6200.0,Maruti,Baleno,7
Kolkata,2005,45200,Petrol,Manual,First,13.2,1495.0,94.0,5.0,900.0,Hyundai,Accent,19
Mumbai,2016,11000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3950.0,Maruti,Ritz,8
Pune,2011,65000,Petrol,Manual,Second,26.0,624.0,35.0,4.0,440.0,Tata,Nano,13
Ahmedabad,2012,55005,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2750.0,Ford,Figo,12
Hyderabad,2011,81650,Diesel,Automatic,First,18.33,1968.0,167.7,5.0,7500.0,Volkswagen,Passat,13
Chennai,2010,160000,Diesel,Manual,Second,19.0,1248.0,93.0,5.0,2500.0,Fiat,Linea,14
Hyderabad,2015,169000,Diesel,Manual,First,14.95,2489.0,93.7,7.0,5000.0,Mahindra,Xylo,9
Hyderabad,2013,67263,Petrol,Manual,First,18.9,998.0,67.1,5.0,3600.0,Maruti,Wagon,11
Kochi,2012,44223,Petrol,Manual,First,17.6,1496.0,88.7,5.0,3990.0,Toyota,Etios,12
Coimbatore,2015,36840,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5640.0,Hyundai,Grand,9
Pune,2014,160000,Diesel,Manual,First,12.99,2494.0,100.0,8.0,12000.0,Toyota,Innova,10
Kolkata,2008,133000,Diesel,Manual,First,16.8,1405.0,62.0,5.0,700.0,Tata,Indica,16
Mumbai,2015,69123,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,19000.0,BMW,3,9
Delhi,2017,38000,Diesel,Automatic,First,10.91,3198.0,197.0,7.0,30480.0,Ford,Endeavour,7
Mumbai,2017,5500,Petrol,Manual,First,21.56,1462.0,103.25,5.0,8200.0,Maruti,Ciaz,7
Kolkata,2015,1001,Diesel,Manual,First,25.83,1498.0,99.0,5.0,7550.0,Ford,Figo,9
Pune,2007,59000,Petrol,Manual,Third,15.26,1150.0,74.9,5.0,990.0,Chevrolet,Aveo,17
Delhi,2011,78256,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,4150.0,Honda,City,13
Chennai,2016,90000,Petrol,Manual,First,16.95,1498.0,97.6,5.0,6200.0,Nissan,Sunny,8
Kolkata,2016,18000,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4400.0,Maruti,Swift,8
Kolkata,2012,60000,Diesel,Manual,First,20.0,1399.0,68.0,5.0,2100.0,Ford,Figo,12
Jaipur,2011,130000,Diesel,Manual,First,20.3,1248.0,75.0,5.0,2200.0,Fiat,Grande,13
Coimbatore,2018,32851,Petrol,Manual,First,18.6,1197.0,81.86,5.0,8340.0,Hyundai,Elite,6
Kolkata,2014,32000,Diesel,Manual,First,23.4,1248.0,74.0,5.0,4350.0,Maruti,Swift,10
Hyderabad,2014,62700,Diesel,Manual,First,22.7,1498.0,89.84,5.0,6800.0,Ford,Ecosport,10
Jaipur,2010,71000,Diesel,Manual,First,19.3,1248.0,73.9,5.0,3300.0,Maruti,Swift,14
Kochi,2016,19947,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5040.0,Hyundai,Grand,8
Hyderabad,2012,91000,Diesel,Automatic,First,11.4,2953.0,153.86,7.0,9200.0,Ford,Endeavour,12
Hyderabad,2014,74000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,5700.0,Volkswagen,Polo,10
Kochi,2018,55594,Diesel,Manual,First,18.49,1493.0,100.0,7.0,8480.0,Mahindra,TUV,6
Hyderabad,2013,58000,Diesel,Automatic,First,11.2,2993.0,306.0,4.0,48000.0,BMW,X6,11
Hyderabad,2012,110224,Diesel,Manual,First,19.01,1461.0,108.45,5.0,6100.0,Renault,Duster,12
Ahmedabad,2010,21002,Petrol,Manual,First,22.5,998.0,67.04,5.0,2750.0,Maruti,Wagon,14
Pune,2017,121000,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8000.0,Maruti,Ertiga,7
Jaipur,2010,73513,Petrol,Manual,First,19.7,796.0,46.3,5.0,1850.0,Maruti,Alto,14
Jaipur,2015,34000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,3850.0,Maruti,Wagon,9
Coimbatore,2017,28371,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4740.0,Maruti,Eeco,7
Kochi,2013,74755,Diesel,Manual,First,19.6,1461.0,108.45,5.0,5630.0,Renault,Duster,11
Kochi,2011,25805,Petrol,Manual,First,18.2,1061.0,64.0,5.0,2620.0,Maruti,Zen,13
Kochi,2015,82603,Petrol,Manual,First,13.06,1598.0,102.53,5.0,4900.0,Renault,Duster,9
Chennai,2006,110000,Petrol,Manual,First,13.5,1799.0,130.0,5.0,2650.0,Honda,Civic,18
Delhi,2012,88000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,5990.0,Mahindra,XUV500,12
Chennai,2011,110000,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,2400.0,Mahindra,Verito,13
Delhi,2017,15000,Petrol,Manual,First,21.7,999.0,67.0,5.0,4250.0,Renault,KWID,7
Mumbai,2013,70000,Diesel,Automatic,First,15.15,2967.0,240.0,5.0,40000.0,Porsche,Cayenne,11
Pune,2008,150000,Diesel,Manual,Second,28.4,1248.0,74.0,5.0,2700.0,Maruti,Swift,16
Hyderabad,2016,19000,Petrol,Manual,First,20.63,1198.0,67.0,5.0,2990.0,Datsun,GO,8
Chennai,2011,37442,Petrol,Manual,First,18.5,1197.0,80.0,5.0,3400.0,Hyundai,i20,13
Coimbatore,2016,63111,Diesel,Automatic,Second,18.12,1995.0,190.0,5.0,30800.0,BMW,5,8
Mumbai,2012,88000,Diesel,Manual,First,20.77,1248.0,88.8,7.0,5850.0,Maruti,Ertiga,12
Jaipur,2014,42355,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4000.0,Hyundai,Grand,10
Coimbatore,2011,75871,Petrol,Automatic,First,9.43,2996.0,254.0,5.0,14120.0,BMW,3,13
Mumbai,2011,65000,Diesel,Manual,First,17.9,1998.0,163.7,5.0,4550.0,Chevrolet,Cruze,13
Pune,2015,69000,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,38000.0,Mercedes-Benz,M-Class,9
Jaipur,2011,79232,Diesel,Manual,First,21.1,1248.0,73.9,5.0,2900.0,Maruti,Ritz,13
Pune,2007,220000,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,6000.0,Mercedes-Benz,New,17
Kochi,2016,28470,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6950.0,Hyundai,i20,8
Kolkata,2014,9759,Petrol,Manual,First,20.3,998.0,68.05,5.0,2750.0,Hyundai,EON,10
Pune,2014,75216,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5100.0,Maruti,Swift,10
Chennai,2017,8000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6750.0,Hyundai,i20,7
Mumbai,2014,59451,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3690.0,Maruti,Ritz,10
Hyderabad,2013,53996,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5450.0,Maruti,Swift,11
Kochi,2018,15135,Petrol,Manual,First,17.5,1199.0,88.7,5.0,9290.0,Honda,WRV,6
Chennai,2015,53000,Petrol,Automatic,Second,16.9,1197.0,81.86,5.0,4000.0,Hyundai,Xcent,9
Kolkata,2013,40000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,2900.0,Honda,Amaze,11
Pune,2013,21107,Petrol,Manual,First,17.1,1591.0,121.3,5.0,5250.0,Hyundai,Verna,11
Mumbai,2014,56000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,5750.0,Honda,City,10
Coimbatore,2017,19623,Petrol,Manual,First,15.29,1591.0,121.3,5.0,13120.0,Hyundai,Creta,7
Kochi,2014,70963,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7830.0,Mahindra,XUV500,10
Mumbai,2013,25755,CNG,Manual,First,26.6,998.0,58.16,5.0,3150.0,Maruti,Wagon,11
Mumbai,2013,51450,Diesel,Manual,First,12.8,2494.0,102.0,7.0,10400.0,Toyota,Innova,11
Pune,2012,75000,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4350.0,Maruti,Swift,12
Coimbatore,2017,37832,Petrol,Automatic,First,22.5,998.0,67.0,5.0,5230.0,Maruti,Wagon,7
Coimbatore,2016,43041,Petrol,Manual,First,18.9,1197.0,81.86,5.0,6010.0,Hyundai,Grand,8
Hyderabad,2014,97236,Diesel,Manual,First,25.8,1498.0,98.6,5.0,4400.0,Honda,Amaze,10
Chennai,2010,83000,Diesel,Automatic,First,16.07,1995.0,181.0,5.0,12750.0,BMW,3,14
Delhi,2011,65000,Petrol,Manual,First,15.6,1196.0,70.0,5.0,2400.0,Ford,Figo,13
Kochi,2018,46007,Petrol,Manual,First,17.0,1198.0,73.75,5.0,5710.0,Volkswagen,Ameo,6
Kochi,2015,65925,Diesel,Manual,Second,22.7,1498.0,89.84,5.0,5490.0,Ford,Ecosport,9
Pune,2004,73500,Petrol,Manual,Second,13.0,1343.0,90.0,5.0,1300.0,Honda,City,20
Kolkata,2014,55000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,8500.0,Mahindra,XUV500,10
Delhi,2012,115000,Diesel,Manual,First,13.0,2982.0,168.5,7.0,12990.0,Toyota,Fortuner,12
Kolkata,2017,31184,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5000.0,Hyundai,Grand,7
Pune,2017,41747,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,9000.0,Maruti,Dzire,7
Kochi,2016,38143,Diesel,Manual,First,22.9,1248.0,74.0,5.0,5220.0,Maruti,Swift,8
Pune,2012,19030,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3800.0,Volkswagen,Polo,12
Coimbatore,2019,20877,Petrol,Manual,First,18.16,1197.0,78.9,5.0,7270.0,Toyota,Etios,5
Mumbai,2016,23555,Petrol,Manual,First,22.0,1197.0,81.8,5.0,5100.0,Maruti,Swift,8
Bangalore,2013,29000,Diesel,Automatic,First,14.21,2143.0,203.0,5.0,29000.0,Mercedes-Benz,E-Class,11
Pune,2013,61000,Petrol,Manual,First,18.9,998.0,67.1,5.0,2900.0,Maruti,Wagon,11
Kochi,2012,4187,Petrol,Manual,First,26.0,624.0,35.0,4.0,1380.0,Tata,Nano,12
Bangalore,2011,46000,Petrol,Manual,First,13.4,1798.0,157.8,5.0,5500.0,Skoda,Laura,13
Mumbai,2016,28000,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,7250.0,Volkswagen,Polo,8
Coimbatore,2014,83558,Diesel,Manual,First,22.32,1582.0,126.32,5.0,6980.0,Hyundai,Verna,10
Hyderabad,2017,40000,Diesel,Manual,First,22.95,1248.0,74.0,5.0,5250.0,Tata,Bolt,7
Kolkata,2013,36000,Petrol,Manual,First,21.1,814.0,55.2,5.0,1950.0,Hyundai,EON,11
Bangalore,2014,21000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,24500.0,Audi,A4,10
Kochi,2013,62162,Diesel,Manual,First,12.99,2494.0,100.0,7.0,8310.0,Toyota,Innova,11
Hyderabad,2012,83000,Diesel,Automatic,First,11.74,2987.0,254.8,5.0,36000.0,Mercedes-Benz,M-Class,12
Pune,2015,58000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,5500.0,Hyundai,Xcent,9
Kochi,2011,62332,Petrol,Automatic,First,11.7,2354.0,177.6,5.0,5890.0,Honda,Accord,13
Kochi,2016,50867,Diesel,Manual,First,20.34,1498.0,103.2,5.0,7950.0,Volkswagen,Vento,8
Mumbai,2010,73000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,2750.0,Hyundai,i20,14
Jaipur,2012,98008,Diesel,Manual,First,22.7,1582.0,126.24,5.0,6250.0,Hyundai,Elantra,12
Hyderabad,2015,36000,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4950.0,Ford,Figo,9
Kochi,2019,27339,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6270.0,Hyundai,i20,5
Kolkata,2017,25000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,8650.0,Hyundai,Verna,7
Kolkata,2014,37000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,3500.0,Hyundai,Grand,10
Hyderabad,2015,56000,Diesel,Automatic,First,14.16,1968.0,174.3,5.0,35000.0,Audi,Q5,9
Kolkata,2015,27000,Petrol,Manual,First,17.5,1298.0,85.8,5.0,4450.0,Maruti,Swift,9
Kolkata,2012,37000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,2650.0,Hyundai,i20,12
Kolkata,2017,10500,Diesel,Manual,First,25.32,1198.0,77.0,5.0,4700.0,Mahindra,KUV,7
Ahmedabad,2014,49000,Diesel,Automatic,First,18.23,1582.0,126.2,5.0,8900.0,Hyundai,Elantra,10
Mumbai,2017,7000,Diesel,Manual,First,17.1,1956.0,170.0,5.0,17450.0,Jeep,Compass,7
Coimbatore,2017,71256,Diesel,Manual,First,24.3,1248.0,88.5,5.0,9580.0,Maruti,Vitara,7
Kochi,2012,83184,Petrol,Manual,First,14.28,1798.0,138.03,5.0,6220.0,Toyota,Corolla,12
Kolkata,2013,87284,Diesel,Manual,First,15.1,2179.0,140.0,7.0,7800.0,Mahindra,XUV500,11
Mumbai,2016,7000,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,27750.0,BMW,X1,8
Pune,2015,29000,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,7000.0,Hyundai,i20,9
Coimbatore,2017,33552,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,64870.00000000001,Mercedes-Benz,GLE,7
Bangalore,2013,64000,Diesel,Manual,Second,17.3,1998.0,163.7,5.0,6500.0,Chevrolet,Cruze,11
Jaipur,2011,82000,Petrol,Manual,Second,18.5,1197.0,80.0,5.0,2700.0,Hyundai,i20,13
Mumbai,2012,70000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,2500.0,Honda,Brio,12
Hyderabad,2013,166194,Diesel,Manual,First,19.3,1461.0,84.8,7.0,3900.0,Nissan,Evalia,11
Delhi,2015,58000,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3950.0,Volkswagen,Polo,9
Chennai,2010,77000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,2100.0,Hyundai,i10,14
Pune,2009,73204,Diesel,Automatic,Third,18.1,1991.0,147.9,4.0,3500.0,Chevrolet,Cruze,15
Hyderabad,2007,70000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2000.0,Hyundai,i10,17
Delhi,2014,79870,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5350.0,Maruti,Ertiga,10
Delhi,2013,90000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3800.0,Honda,Amaze,11
Mumbai,2016,17000,Petrol,Automatic,First,15.5,1595.0,122.0,5.0,17250.0,Mercedes-Benz,A,8
Kochi,2018,46493,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5530.0,Hyundai,Grand,6
Pune,2009,68000,Petrol,Manual,Third,20.36,1197.0,78.9,5.0,1950.0,Hyundai,i10,15
Hyderabad,2017,2000,Diesel,Manual,First,28.4,1248.0,74.0,5.0,8200.0,Maruti,Swift,7
Pune,1999,140000,Petrol,Manual,First,13.0,1343.0,90.0,5.0,900.0,Honda,City,25
Pune,2013,255000,Diesel,Manual,Third,12.99,2494.0,100.6,7.0,6500.0,Toyota,Innova,11
Coimbatore,2014,45535,Diesel,Automatic,First,23.8,1998.0,112.0,5.0,19410.0,Mini,Cooper,10
Coimbatore,2016,39228,Petrol,Manual,First,15.7,1368.0,112.4,5.0,6580.0,Fiat,Linea,8
Mumbai,2011,57000,Petrol,Manual,Second,14.49,1399.0,92.7,5.0,2100.0,Chevrolet,Aveo,13
Chennai,2008,85445,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,2000.0,Hyundai,i10,16
Delhi,2015,54000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,3700.0,Hyundai,Xcent,9
Mumbai,2014,53000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,3800.0,Maruti,Celerio,10
Jaipur,2014,60000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3250.0,Hyundai,i10,10
Coimbatore,2015,65668,Diesel,Manual,First,19.87,1461.0,83.8,5.0,5530.0,Renault,Duster,9
Ahmedabad,2011,100000,Diesel,Automatic,Second,22.69,1995.0,190.0,5.0,10900.0,BMW,3,13
Kolkata,2018,1800,Petrol,Manual,First,18.9,1197.0,82.0,5.0,5100.0,Hyundai,Grand,6
Hyderabad,2007,96000,Petrol,Manual,Second,0.0,999.0,97.7,5.0,2200.0,Hyundai,Santro,17
Pune,2009,44200,Petrol,Manual,Second,18.0,995.0,62.0,5.0,1600.0,Chevrolet,Spark,15
Ahmedabad,2018,14000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,11250.0,Honda,City,6
Chennai,2013,720000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,5900.0,Volkswagen,Vento,11
Delhi,2012,73000,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,14400.0,Toyota,Fortuner,12
Delhi,2011,68000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3600.0,Honda,City,13
Jaipur,2017,19543,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,40500.0,BMW,5,7
Bangalore,2014,38000,Diesel,Automatic,Second,14.16,1968.0,174.3,5.0,38950.0,Audi,Q5,10
Delhi,2014,32805,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3600.0,Maruti,Ritz,10
Kochi,2016,44782,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,7120.0,Volkswagen,Vento,8
Kochi,2016,55700,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7520.0,Honda,City,8
Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,10350.0,Audi,A4,12
Hyderabad,2014,56000,Petrol,Manual,First,15.0,1598.0,103.52,5.0,7000.0,Skoda,Rapid,10
Delhi,2011,60000,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10850.0,Toyota,Fortuner,13
Mumbai,2010,78563,Diesel,Manual,First,16.52,1991.0,123.7,5.0,2350.0,Chevrolet,Optra,14
Mumbai,2014,34669,Petrol,Manual,First,15.1,1196.0,73.0,7.0,2900.0,Maruti,Eeco,10
Delhi,2017,17000,Petrol,Manual,First,20.73,1373.0,91.1,5.0,7650.0,Maruti,Ciaz,7
Delhi,2016,66000,Diesel,Manual,First,28.09,1248.0,88.5,5.0,6400.0,Maruti,Ciaz,8
Pune,2014,102418,Diesel,Manual,First,12.99,2494.0,100.6,7.0,10100.0,Toyota,Innova,10
Kolkata,2014,48800,Petrol,Manual,First,19.1,1197.0,85.8,5.0,4250.0,Maruti,Swift,10
Kochi,2019,10601,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,19650.0,Toyota,Innova,5
Pune,2017,8200,Diesel,Manual,First,25.0,1396.0,69.0,5.0,4400.0,Tata,Indica,7
Jaipur,2012,100000,Petrol,Manual,First,18.5,1197.0,82.85,5.0,3250.0,Hyundai,i20,12
Pune,2012,78000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,2800.0,Ford,Fiesta,12
Kolkata,2015,50000,Diesel,Manual,First,18.2,1248.0,73.74,8.0,4300.0,Chevrolet,Enjoy,9
Chennai,2006,89327,Diesel,Manual,Third,17.8,1399.0,68.0,5.0,1550.0,Ford,Fiesta,18
Chennai,2007,98000,Petrol,Manual,Second,10.8,2354.0,152.0,5.0,4700.0,Honda,CR-V,17
Kochi,2017,24700,Petrol,Manual,First,18.7,1199.0,88.7,5.0,7070.0,Honda,Jazz,7
Delhi,2018,6000,Diesel,Automatic,First,11.0,2987.0,258.0,7.0,79000.0,Mercedes-Benz,GLS,6
Delhi,2018,9434,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5750.0,Hyundai,Grand,6
Mumbai,2012,29000,Petrol,Manual,First,18.5,1197.0,85.8,5.0,3250.0,Maruti,Ritz,12
Coimbatore,2017,22440,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,8890.0,Volkswagen,Ameo,7
Mumbai,2015,73070,Petrol,Manual,First,17.4,1497.0,117.3,5.0,5900.0,Honda,City,9
Kolkata,2016,21771,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4950.0,Honda,Jazz,8
Delhi,2014,62000,Diesel,Manual,First,17.8,1248.0,75.0,5.0,3750.0,Maruti,Swift,10
Kochi,2017,37024,Diesel,Automatic,First,17.01,1582.0,126.2,5.0,10970.0,Hyundai,Creta,7
Kochi,2014,60336,Diesel,Automatic,Second,14.4,2967.0,241.4,5.0,24940.0,Audi,A7,10
Kolkata,2014,26008,Petrol,Manual,First,21.1,814.0,55.2,5.0,1970.0,Hyundai,EON,10
Jaipur,2010,90000,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,1400.0,Ford,Figo,14
Coimbatore,2018,35569,Petrol,Manual,First,17.0,1198.0,73.75,5.0,7270.0,Volkswagen,Ameo,6
Kolkata,2013,40000,Diesel,Manual,First,21.64,1461.0,84.8,5.0,4000.0,Renault,Scala,11
Kolkata,2015,45000,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4750.0,Honda,Jazz,9
Delhi,2015,42000,Petrol,Manual,First,17.0,1197.0,80.0,5.0,5100.0,Hyundai,i20,9
Coimbatore,2012,46913,Diesel,Automatic,First,14.94,2967.0,241.4,5.0,16110.0,Audi,A4,12
Delhi,2014,62000,Diesel,Automatic,First,11.18,2696.0,184.0,7.0,10550.0,Mahindra,Ssangyong,10
Ahmedabad,2017,15000,Diesel,Automatic,First,12.9,2755.0,174.5,7.0,30000.0,Toyota,Fortuner,7
Kolkata,2002,69000,Diesel,Manual,First,18.7,1896.0,66.0,5.0,1600.0,Skoda,Octavia,22
Hyderabad,2012,41367,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,18490.0,Mercedes-Benz,New,12
Kochi,2018,15982,Petrol,Manual,First,20.73,1373.0,91.1,5.0,9960.0,Maruti,Ciaz,6
Hyderabad,2013,99595,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,4750.0,Maruti,Swift,11
Bangalore,2002,63000,Diesel,Manual,Third,13.1,2446.0,75.0,10.0,3650.0,Toyota,Qualis,22
Delhi,2012,49000,Diesel,Automatic,Second,16.73,2495.0,218.0,5.0,15500.0,BMW,5,12
Kochi,2013,48272,Diesel,Manual,First,10.5,2835.0,116.9,6.0,11820.0,Mitsubishi,Pajero,11
Delhi,2008,63000,Petrol,Manual,First,13.4,1794.0,125.0,5.0,2050.0,Toyota,Corolla,16
Ahmedabad,2016,77000,CNG,Manual,First,26.6,998.0,58.16,5.0,3300.0,Maruti,Wagon,8
Mumbai,2013,11734,Petrol,Manual,First,16.8,796.0,34.2,8.0,2250.0,Maruti,Omni,11
Kochi,2014,62012,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,20120.0,Audi,A6,10
Chennai,2017,46000,CNG,Manual,First,25.0,1197.0,81.86,5.0,4950.0,Hyundai,Xcent,7
Coimbatore,2016,45449,Diesel,Manual,First,27.3,1498.0,98.6,5.0,7480.0,Honda,Jazz,8
